,Id:,text,date,retweets,likes
12,1410297042191241222,"[<'RT @NYDIG_BTC: In the coming months, financial institutions and millions of consumers will gain access to the powerful #Bitcoin network. We…'>]",2021-06-30,994,0
13,1410196270329761794,[<'“Example is not the main thing in influencing others. It is the only thing.” - Albert Schweitzer on #Bitcoin'>],2021-06-30,651,6182
14,1410068939611181056,"[<""@Frank_Giustra @DanielaCambone Gold might hold value, as long as you don't hold it too long.⏱️ I remain hopeful that gold investors in search of a long term Store of Value &amp; Sound Money learn about #Bitcoin, since it's the technical solution they have always been looking for, https://t.co/VdMYCiVrIV Giustra."">]",2021-06-30,67,795
15,1409980156685520901,"[<'@steve_hanke @AlejandroZelay9 El Salvador is providing digital property (and property rights) to all their citizens. The #Bitcoin Law is a technology initiative to provide a utilitarian benefit to the entire nation, no different than sponsoring highways, airports, electricity, running water, &amp; communications.'>]",2021-06-29,35,274
16,1409946761477738496,"[<'@paulkrugman #Bitcoin is digital property, and has succeeded in attracting monetary energy from alternative assets such as cash, gold, equity, bonds, &amp; real estate during the past year because it is a technically superior form of property.  This is evident in its superior price appreciation.'>]",2021-06-29,53,765
17,1409882375459323910,"[<'In the last year, #Bitcoin is up 294%, #Gold is down 2%. Join the 1 million people that have watched my debate on this topic and find out why I believe that Gold is no longer an effective Store of Value, Inflation Hedge, or Sound Money in the 21st century.\nhttps://t.co/3w3V0lDrTE'>]",2021-06-29,1548,9811
18,1409859166701821959,"[<'If your CFO is struggling with the dilemma of whether to surrender your capital, assume debt to leverage up cash flows, or engage in risky, dilutive acquisitions in order to grow, #Bitcoin offers a compelling solution to strengthen your balance sheet.\nhttps://t.co/KKmIJCobxR'>]",2021-06-29,537,3824
19,1409838393945624579,"[<'“If an elderly but distinguished scientist says that something is possible, he is almost certainly right; but if he says that it is impossible, he is very probably wrong.” - Arthur C. Clarke on #Bitcoin'>]",2021-06-29,712,6564
20,1409583500949221376,"[<'On Thursday, July 1 at 4pm EDT the Bitcoin Mining Council will distribute its Q2 2021 Briefing, clarifying actual #Bitcoin Electricity Usage, to be followed by a briefing for the general public at 5pm.'>]",2021-06-28,1857,12655
21,1409476315972083713,"[<'“Do not go where the path may lead, go instead where there is no path and leave a trail.” - Ralph Waldo Emerson on #Bitcoin'>]",2021-06-28,1340,11076
22,1409270850788990976,"[<'RT @michael_saylor: @RicardoBSalinas Thank you. The next chapter of ""The Mobile Wave"" is #Bitcoin and #Lightning on billions of mobile devi…'>]",2021-06-27,638,0
23,1409270369278738440,"[<'@RicardoBSalinas Thank you. The next chapter of ""The Mobile Wave"" is #Bitcoin and #Lightning on billions of mobile devices, providing digital property rights and economic empowerment to everyone on earth.🌍 It will be the most exciting⚡️chapter yet...'>]",2021-06-27,638,4933
24,1409159817952890891,"[<""RT @DocumentingBTC: China's $1 Trillion mistake, #Bitcoin miners being shipped away. https://t.co/wxoO9BMDUy"">]",2021-06-27,3513,0
25,1409158604238774275,[<'RT @michael_saylor: @criptobastardo Cheerful consistency and constructive engagement is how we win over the world to our cause. #Bitcoin is…'>],2021-06-27,304,0
26,1409157644183654410,"[<""@criptobastardo Cheerful consistency and constructive engagement is how we win over the world to our cause. #Bitcoin is hope for Venezuela. I look forward to the interview. Let's do it. 😀🌎🔥"">]",2021-06-27,304,2862
27,1409147127440318467,[<'“It is never too late to be what you might have been.” - George Eliot on #Bitcoin'>],2021-06-27,1186,10318
28,1408766625990467590,[<'“The future belongs to those who believe in the beauty of their dreams.” - Eleanor Roosevelt on #Bitcoin'>],2021-06-26,1907,14309
29,1408562859517304834,[<'If you want to give joy to 5 billion people you need digital music. If you want to give knowledge to 5 billion people you need digital books. If you want to give wealth to 5 billion people you need digital property.  #Bitcoin https://t.co/YRwC9ONJmq'>],2021-06-25,2324,12139
30,1408556607458398217,"[<""I shared my views today with @emilychangtv on the China's trillion dollar mistake, the impact of the China Exodus on #Bitcoin markets and mining, @MicroStrategy's Bitcoin strategy and our capital structure, as well as why I am so optimistic about the future of digital property. https://t.co/TdmVnqA1tK"">]",2021-06-25,877,5847
31,1408510210285654017,"[<'Reporting from Texas, @Kr00ney does a great job illustrating how #Bitcoin miners harness financial, political, energy, technology &amp; human capital in order to make the network more secure &amp; spread prosperity wherever they operate. The cyber hornets are audible in the background.🐝 https://t.co/f6ABi0WNm9'>]",2021-06-25,781,4499
32,1408503028106280962,"[<'@NorthmanTrader I am not a trader, so I will defer to your judgement on those matters. My conviction is based on the belief that #Bitcoin is a better system for monetizing property than gold, art, land, homes, buildings, &amp; equity and over the long term the marketplace will recognize this.'>]",2021-06-25,26,191
33,1408501120964648968,[<'@NorthmanTrader That is why education &amp; communication are so important to the success of #Bitcoin and the smooth progression of our economy from 20th century mechanical assets to 21 century digital assets. There are many enlightened regulators &amp; others are learning fast.🚀https://t.co/GNpkWwT5BT'>],2021-06-25,22,155
34,1408463767403470850,"[<""@spcohn #Bitcoin has outperformed every major asset over the past decade. Since billions don't have the option to purchase equity or real estate, their stark choice is lose their wealth steadily via a collapsing currency, or preserve &amp; grow their wealth via #bitcoin with volatility."">]",2021-06-25,7,55
35,1408436931973861390,"[<""@NorthmanTrader #Bitcoin doesn't compete with the dollar, it competes with gold, real estate, &amp; securities as a better store of value. Most enlightened regulators understand this. The biggest beneficiary of the spread of #BTC will be USD.  The biggest loser is #Gold.  The numbers prove this."">]",2021-06-25,29,199
36,1408435662295023623,"[<'@NorthmanTrader If we want to provide economic empowerment for 8 billion people, the logical model is a mobile device hosting a digital wallet that contains digital currencies (USD, EUR, CNY) and digital assets (BTC) integrated on an open monetary network (#Bitcoin with #Lightning).'>]",2021-06-25,23,208
37,1408428913181798407,"[<'@NorthmanTrader #Bitcoin is digital property and will be regulated &amp; taxed as property, with logical adjustments to account for its digital nature, varying from jurisdiction to jurisdiction, just like all other property statutes vary around the world by city, state, country, &amp; context.'>]",2021-06-25,14,191
38,1408426416987901955,"[<'@NorthmanTrader #Bitcoin is digital property and will thrive in every place where property rights are recognized, successfully competing with &amp; demonetizing other forms of property that have emerged as Stores of Value, such as gold, land, homes, art, bonds, commodities, derivatives &amp; equities.'>]",2021-06-25,29,301
39,1408419027702235139,"[<'@NorthmanTrader The future is always uncertain. The question is whether we embrace technology to engineer a better outcome for our family, company, community &amp; country, or accept the mediocre hand we have been dealt and cling to the status quo. Necessity is the mother of invention. #Bitcoin'>]",2021-06-25,43,492
40,1408414572441214986,[<'#Bitcoin is hope for El Salvador. https://t.co/oCFfU13wmV'>],2021-06-25,1276,9069
41,1408408019399069697,[<'RT @michael_saylor: @nayibbukele #Bitcoin will bring an eruption of prosperity to El Salvador.'>],2021-06-25,641,0
42,1408404921758662662,[<'@nayibbukele #Bitcoin will bring an eruption of prosperity to El Salvador.'>],2021-06-25,641,7124
43,1408402738459951105,[<'#Bitcoin converts every mobile phone into a bank. https://t.co/MrR2A0410A'>],2021-06-25,1346,7788
44,1408250329033056258,[<'#Bitcoin is hope for Africa. https://t.co/S5uj1N9GyL'>],2021-06-25,1012,7687
45,1408058985270349824,"[<'Over the past year, #Bitcoin (+264%) &amp; S&amp;P 500 (+38%) along with all commodities below outperformed #Gold. The most obvious explanation is that Gold is losing its utility as a Store of Value in the marketplace. https://t.co/JOQTZQ15b6'>]",2021-06-24,784,5169
46,1408011194712170496,"[<'“Without property rights, no other rights are possible.” - Ayn Rand on #Bitcoin'>]",2021-06-24,1025,8933
47,1407877345998954498,[<'#Bitcoin is hope for #NewYork.\nhttps://t.co/HKLVL0fVNa'>],2021-06-24,1239,8444
48,1407694829249871874,[<'#Bitcoin is digital property.  You lived to see it. https://t.co/plt9kEAvGy'>],2021-06-23,1015,7228
49,1407682314872688640,"[<'“Your task is to stand straight, not to be held straight.” - Marcus Aurelius on #Bitcoin'>]",2021-06-23,1031,9859
50,1407311508648906752,"[<'""Truth is the daughter of Time.” - Aulus Gellius on #Bitcoin'>]",2021-06-22,1443,13959
51,1407024765202841604,"[<'In the last twelve months, #Bitcoin has arrived on Wall Street. That is the news. The rest is noise. https://t.co/hDdTJYXrbm'>]",2021-06-21,2760,15625
52,1406936342664290307,"[<'“Beginning is easy, continuing is hard.” -Japanese proverb on #Bitcoin'>]",2021-06-21,2214,18432
53,1406590598484795392,[<'“No road is long with good company.” - Turkish proverb on #Bitcoin'>],2021-06-20,2621,21654
54,1406235876246630402,[<'I have faith that eventually all the goldbugs will see the light and embrace laser eyes.  #Bitcoin\nhttps://t.co/e3EskDVqe3'>],2021-06-19,500,5074
55,1406233397513572353,"[<'When a company buys bitcoin and issues debt or equity, they are scaling the network rapidly. Overnight, hundreds of fund managers own a #Bitcoin derivative on behalf of thousands of limited partners who in turn represent the savings of millions of people.\nhttps://t.co/qiEouN0MwA'>]",2021-06-19,792,5391
56,1406226416195321858,[<'The dominant driver of #Bitcoin right now is the crackdown on mining &amp; trading in China that began in May. This created a forced &amp; rushed exodus of Chinese capital &amp; mining from the Bitcoin network - a tragedy for China and a benefit for the Rest of the World over the long term.'>],2021-06-19,1763,13879
57,1406212305675771904,"[<'Apple was a dominant mobile network that everyone needed, no one could stop, and few understood. Bitcoin is a dominant monetary network that everyone needs, no one can stop, and #few understand. #Bitcoin https://t.co/OuQixe6pyp'>]",2021-06-19,2367,13021
58,1406207814641623041,[<'“The supreme art of war is to subdue the enemy without fighting.” -\xa0Sun Tzu on #Bitcoin'>],2021-06-19,1418,11702
59,1405936721418719233,[<'@PeterSchiff @jack Congratulations. If you want to continue on your winning streak: \n1. Buy #Bitcoin \n2. Add #Bitcoin to your twitter bio\n3. Get a decent pair of #Bitcoin laser eyes\n4. Spread the message that #Bitcoin is https://t.co/Rvf2JvyHMb\nThen good things will start happening to you. 🚀'>],2021-06-18,427,3930
60,1405863996482260997,[<'RT @saylordotorg: Our free #Bitcoin for Everybody course continues to receive positive feedback! Please share with those wanting to learn t…'>],2021-06-18,226,0
61,1405863190186106886,"[<'""Hope does not disappoint."" - Paul the Apostle on #Bitcoin'>]",2021-06-18,712,7822
62,1405616445229256711,"[<'The Chinese crackdown on mining is a tragedy for China, a nuisance for #Bitcoin, and a windfall for North American Bitcoin miners. https://t.co/IaVUbqPCJ9'>]",2021-06-17,1306,8972
63,1405614040395755527,[<'The increase in the number of publicly traded #Bitcoin miners and their migration to US based stock exchanges is indicative of broader institutional adoption of bitcoin and enthusiasm for the PoW mining business model. https://t.co/mWqZe0V0qB'>],2021-06-17,548,3980
64,1405586357729349639,[<'@ScottMinerd The best way to mitigate this risk is to integrate the existing centralized global payments system with a decentralized global payments system.  #Bitcoin #Lightning'>],2021-06-17,70,898
65,1405563323488292868,"[<""Satoshi Nakamoto deserves the Nobel Prize in Economics for the invention of #Bitcoin, followed by the Nobel Peace Prize for the invention of a monetary system that doesn't rest on the threat of violence. https://t.co/C7Qr9Otdvt"">]",2021-06-17,3225,18926
66,1405561871973896197,"[<'@lexfridman Yes. #Bitcoin is the first engineered monetary network. Satoshi brought the principles of mathematics, science, &amp; engineering to the field of economics with an invention that has the potential to improve the lives of billions of people.  That definitely merits the Nobel Prize.'>]",2021-06-17,333,3349
67,1405511014171525128,[<'Focus on #Bitcoin.'>],2021-06-17,2110,20431
68,1405208899188363271,[<'@lexfridman Lol.  Christopher Columbus said this first regarding #Bitcoin. https://t.co/DVhbye6KZS'>],2021-06-16,41,657
69,1405131669489819648,"[<'“The less pain we tolerate, the more average we become.” - Jack Butcher on #Bitcoin'>]",2021-06-16,1018,9593
70,1404954755085090820,"[<'We welcome all to join our Bitcoin Mining Council meeting tomorrow (Wednesday 8pm EDT). We will have a variety of speakers discussing industry trends, including guest #bitcoin leaders for the Q&amp;A. If you have topics or questions you would like us to cover, please reply below. https://t.co/kljFFnB3MA'>]",2021-06-16,817,6238
71,1404930926031917056,"[<""RT @CNBCFastMoney: Big breaking #Bitcoin news!\n\n@Michael_Saylor's $MSTR just filed for a stock offering in order to acquire more of the cry…"">]",2021-06-15,354,0
72,1404922654096871436,"[<'Thanks @CourtReagan &amp; @GuyAdami for inviting me on @CNBCFastMoney to discuss our #Bitcoin strategy, increasing institutional adoption of BTC vs. Gold as an inflation hedge, $MSTR capital markets strategy, and the future of the crypto-industry. https://t.co/OY3wtGNna0'>]",2021-06-15,772,5362
73,1404541803169255430,"[<'As #Bitcoin spreads around the world, the USD benefits. https://t.co/zNLTeyk4cd'>]",2021-06-14,871,5868
74,1404512550578966530,"[<'RT @CoinDesk: Coming up on ""All About Bitcoin:"" @MicroStrategy prepares to buy up to $488 million in bitcoin with the proceeds of a $500 mi…'>]",2021-06-14,440,0
75,1404434078795972613,"[<'MicroStrategy Completes $500 Million Offering of 6.125% Senior Secured Notes Due 2028 with #Bitcoin Use of Proceeds. @MicroStrategy’s existing approximately 92,079 bitcoins are being held by a newly formed subsidiary, MacroStrategy LLC.  $MSTR\nhttps://t.co/avdKhHDLMH'>]",2021-06-14,2209,12660
76,1404418465029627907,"[<'When it’s all said and done, historians will tell the story with annualized charts, and future generations will only remember whether you won or lost.  #Bitcoin'>]",2021-06-14,1371,12251
77,1404135098094600192,"[<""#Bitcoin is durable over time because Bitcoin miners bring jobs, capital, &amp; economic prosperity to every jurisdiction where they operate. Bitcoin will have political support from progressive local, state, &amp; federal leaders because it's in the best interests of their constituents. https://t.co/5FYBN1tDPF"">]",2021-06-13,1283,7489
78,1404095069381087235,"[<""@lexfridman It's likely that the thing the 21st century will be remembered for is #Bitcoin and the invention of monetary engineering. For the first time, engineering principles &amp; techniques are impacting economics.  We now have a closed digital system to transmit money across time &amp; space."">]",2021-06-13,353,3088
79,1404088046023237639,"[<'My conversation with @TomBilyeu on @Microstrategy, technology risk, engineering innovation, first principles, the chambered nautilus, volatility at sea, economic myths, currency calculus, monetary singularity, property rights, and the #Bitcoin solution.\nhttps://t.co/1dzZgwnKQD'>]",2021-06-13,440,3465
80,1404066231695597570,[<'#Bitcoin is engineering disrupting economics.'>],2021-06-13,1399,12882
81,1403828323403407366,"[<'@cz_binance The Renaissance &amp; Reformation both came when we figured out how to transmit information across time and space via the printing press.  Now with #Bitcoin, we know how to transmit money across time and space...'>]",2021-06-12,389,3195
82,1403808525114122240,"[<'On Wednesday, you are all invited to meet with members of the Bitcoin Mining Council to discuss the latest on #Bitcoin Mining, the energy debate, network dynamics, China mining policy, North American mining developments, tech trends &amp; industry\xa0outlook.  https://t.co/GLTpiWI2SG'>]",2021-06-12,1380,8730
83,1403778851474481158,[<'@TheEconomist #Bitcoin represents the discipline of engineering finally arriving to the field of economics.  The creation of digital property resting on an open monetary protocol is the greatest force for economic empowerment and the most disruptive technology of this century.'>],2021-06-12,108,501
84,1403739275204694018,"[<'Bitcoin is https://t.co/Rvf2JvyHMb.  The website is free, continually updated, and contains links to #Bitcoin interviews, research, books, courses, podcasts, corporate resources, leaders, &amp; websites in a single place, easy to remember, ready to share. 🔥'>]",2021-06-12,1429,7529
85,1403711148617252870,"[<'#Bitcoin is growing smarter, faster, and stronger. https://t.co/ua6y92AU9M'>]",2021-06-12,1008,8214
86,1403709594396921860,"[<'#Bitcoin mining anchors the global monetary network and leads other industries in recycling waste energy, rescuing stranded energy, &amp; harnessing renewable energy. It is increasing its sustainability mix and improving its energy efficiency faster than any other major industry. https://t.co/TVDlSK9hHn'>]",2021-06-12,552,3469
87,1403702296685461511,[<'“Honesty is the first chapter in the book of wisdom.” - Thomas Jefferson on #Bitcoin'>],2021-06-12,824,8012
88,1403492386873958404,[<'RT @michael_saylor: @SenWarren We finally have the technology w/ #Bitcoin to empower billions of poor &amp; working class people with property…'>],2021-06-11,1153,0
89,1403488713389363203,"[<'The 21st century global monetary solution is a digital currency (USD) serving as a medium of exchange backed by a digital asset (BTC) serving as a store of value, with #Bitcoin as the final settlement network and #Lightning as the transaction network.  El Salvador is the model. https://t.co/xBjABPnZBJ'>]",2021-06-11,1248,7008
90,1403442895600893966,"[<'@JesseKellyDC #Bitcoin is a technology that offers property rights, economic freedom, &amp; hope to everyone on earth. It is the first properly engineered monetary system in the history of the world, and the only monetary network we have ever devised that respects the laws of thermodynamics.'>]",2021-06-11,169,1385
91,1403438862068813830,"[<'#Bitcoin allows anyone on earth 🌍 to save money in an asset that appreciates in value, convert instantly to a currency like USD when they need a medium of exchange, and transfer value freely worldwide across the monetary network via #Lightning at the speed of light.⚡️ https://t.co/XPntZhEZeL'>]",2021-06-11,1489,8338
92,1403414050411851776,"[<'#Bitcoin is the most efficient use of energy, ever. https://t.co/jBFWQ0Kagv'>]",2021-06-11,1661,9268
93,1403410655554813963,"[<'Texas is taking a leading role in #Bitcoin development.  This is a big win for their banks, energy producers, &amp; citizens, and sets a great example for those states destined to follow.  Welcome to Bitcoin @GregAbbott_TX. https://t.co/kOxpDyPVgW'>]",2021-06-11,1033,6642
94,1403409027036495872,[<'@GregAbbott_TX Thanks for your support.  #Bitcoin is the most powerful technology in the world for converting energy into freedom &amp; prosperity. Texas is leading the nation toward a better future.'>],2021-06-11,93,1247
95,1403371421372387331,"[<'#Bitcoin is coming to 401(k) plans.  An asset engineered to outlast product cycles, corporations, and governments makes sense in a retirement portfolio. https://t.co/QVN6hphysw'>]",2021-06-11,1703,8299
96,1403363895042088964,"[<'@SenWarren We finally have the technology w/ #Bitcoin to empower billions of poor &amp; working class people with property rights, economic security, &amp; freedom from financial repression by the state &amp; institutions. The fact that we use electricity to do this should be the least of our concerns.'>]",2021-06-11,1153,8942
97,1403351435874603017,"[<'For centuries, every political policy and banking initiative championed by North America and Western Europe to aid Latin American economies has been a failure.  The solution requires monetary technology, not conventional political/economic thinking &amp; good intentions.  #Bitcoin https://t.co/VOzEiHufDt'>]",2021-06-11,892,5741
98,1403345607750729730,"[<'The China mining crackdown will decrease the carbon footprint of bitcoin dramatically, decentralize the network further, improve network security, improve the profitability of mining, and benefit North American #Bitcoin miners.\nhttps://t.co/1AF6ek6Rzn'>]",2021-06-11,920,6413
99,1403332678317903878,[<'#Bitcoin is digital property.'>],2021-06-11,2229,19638
100,1403092600270295049,"[<'In a country where 70% of the population is excluded from the financial system, #Bitcoin is hope. The Republic of El Salvador is leading the way toward a better world. https://t.co/RionxNPh7I'>]",2021-06-10,2165,14010
101,1403015731701297165,"[<'The Bitcoin Mining Council is a voluntary and open forum of Bitcoin miners committed to the network and its core principles. We promote transparency, share best practices, and educate the public on the benefits of #Bitcoin and Bitcoin mining.  Join us. 🙏\nhttps://t.co/vGPGD3TA5p'>]",2021-06-10,1049,7828
102,1402993248105164810,"[<""First the world 🌎 will realize #Bitcoin is an asset, then comes the epiphany that #Bitcoin is the world's greatest asset. 🚀 https://t.co/FvKnD3ANOs"">]",2021-06-10,2440,13345
103,1402985098392178691,"[<'The next stage of #Bitcoin development will see many Bitcoin miners come public in the United States, providing an added layer of security, integrity, &amp; durability to bitcoin.  Congratulations to @Hut8Mining. 🚀 https://t.co/3qHaGxXB0q'>]",2021-06-10,735,6181
104,1402971981121736709,"[<'“Truth is ever to be found in the simplicity, and not in the multiplicity and confusion of things.” - Isaac Newton on #Bitcoin'>]",2021-06-10,906,8243
105,1402830012391243779,"[<'@Jason The question is do we have a natural right to life, liberty, &amp; property, or do we need to ask permission from the state or some corporation to own assets, spend money, &amp; breathe freely. #Bitcoin offers human rights to the oppressed &amp; economic freedom to the financially repressed.'>]",2021-06-10,709,3096
106,1402821971281285120,"[<'RT @DocumentingBTC: ""#Bitcoin is a technical solution to give 8 billion people property rights"" - @Michael_Saylor on Fox News\n\nhttps://t.co…'>]",2021-06-10,1802,0
107,1402771197373423620,[<'@nayibbukele #Bitcoin is a swarm of cyber hornets feeding on the fire of truth.'>],2021-06-09,592,7053
108,1402761210538434561,[<'Fox News now has an anchor with laser-like focus on #Bitcoin. https://t.co/i9umEXl65Q'>],2021-06-09,1118,11287
109,1402760811236503552,[<'@seanhannity Welcome to #Bitcoin.  Looking forward to speaking with you tonight on your show.'>],2021-06-09,242,4236
110,1402742141802233858,[<'#Bitcoin incentivizes renewable energy @elonmusk. \U0001fad2 https://t.co/V0n70Hs3vC'>],2021-06-09,4009,25535
111,1402733490748203015,"[<'@Jason Millions of accounts w/USD have been simultaneously seized &amp; devalued overnight by governments in the past. Gold &amp; diamonds are illiquid commodities w/massive transaction costs for the working class. #Bitcoin is the only property that is portable, seizure resistant, &amp; practical.'>]",2021-06-09,156,1382
112,1402698758366892036,"[<""#Bitcoin mining is the world's best technology for converting energy into prosperity. https://t.co/vUAxrEdoIp"">]",2021-06-09,2159,15584
113,1402692023149334531,[<'@Jason What advice would you offer the citizens of Argentina during the past two decades as their currency collapsed? What advice would you offer the billions of people living in countries with collapsing currencies right now?  #Bitcoin is a solution over the long term - fear is not.'>],2021-06-09,311,3030
114,1402622225363128332,"[<'#Bitcoin mining is rapidly &amp; naturally evolving toward cleaner, cheaper, &amp; more renewable energy sources faster than any major industry in the world. There is no greater force for recycling waste energy and rescuing stranded energy.\nhttps://t.co/CvhDmn70pU'>]",2021-06-09,1164,7742
115,1402615011453849606,[<'#Bitcoin is electric money.'>],2021-06-09,2964,27537
116,1402226510417772547,"[<'‘Whenever you find yourself on the side of the majority, it is time to pause and reflect.” - Mark Twain on #Bitcoin'>]",2021-06-08,1835,15318
117,1401865125322235906,[<'“Tact is the knack of making a point without making an enemy.” - Isaac Newton on #Bitcoin'>],2021-06-07,890,8495
118,1401694748465901570,"[<'@Jason Jason, the video is obviously doctored.  Here is everything I have said about #Bitcoin in one place.  Bitcoin is https://t.co/kZl3k7Tm4h.'>]",2021-06-07,19,283
119,1401678063247757314,[<'Jack Dorsey and Michael Saylor headlined the sold-out #Bitcoin 2021 Miami conference. Here are their 12 best quotes from the event. https://t.co/U1dUp84SRJ'>],2021-06-06,715,5183
120,1401594080539316233,"[<'@Jason Whenever a nation embraces technology to further human rights there is reason for us to rejoice. #Bitcoin is an instrument of economic empowerment for those without access to our currency, banks, and assets.'>]",2021-06-06,172,1454
121,1401591501839388672,[<'@NorthmanTrader Laser eyes signal intent to make #Bitcoin an instrument of economic empowerment.   The use of technology to spread human rights is apolitical.'>],2021-06-06,89,888
122,1401533560734076934,[<'Welcome to #Bitcoin @nayibbukele.  No force on earth can stop an idea whose time has come. https://t.co/EWHqnEZWbQ'>],2021-06-06,2264,18209
123,1401164504495538176,"[<'In the game of life, you need to solve the puzzle in the foreground to claim the prize on the horizon.  #Bitcoin https://t.co/kCBHY065OR'>]",2021-06-05,782,7399
124,1401141204335706121,"[<'""In the middle of chaos lies opportunity."" – Bruce Lee on #Bitcoin'>]",2021-06-05,1741,15652
125,1400940883529375752,"[<'""I don\'t think there is anything more important in my lifetime to work on."" - Jack Dorsey on #Bitcoin\nhttps://t.co/9sciBhE34J'>]",2021-06-04,2304,15522
126,1400897851589337088,"[<""Thank you 🙏 to all the cyber hornets 🐝 for your energizing support 🔥 at @TheBitcoinConf in Miami today.  Maybe @maxkeiser &amp; I couldn't agree on the color of our outfits, but we both agree that #Bitcoin fixes things. https://t.co/G9dlMoXJIF"">]",2021-06-04,1613,18217
127,1400419169154310145,[<'“Nothing so undermines your financial judgement as the sight of your neighbor getting rich.” - J.P. Morgan on #Bitcoin'>],2021-06-03,1223,10906
128,1400059940547538946,"[<'“I fear not the man who has practiced 10,000 kicks once, but I fear the man who has practiced one kick 10,000 times.” - Bruce Lee on #Bitcoin'>]",2021-06-02,1678,15416
129,1399787177962360834,[<'#Bitcoin is hope. https://t.co/5hA89KI4BK'>],2021-06-01,5421,15393
130,1399719374269919239,[<'“Life is too short to be little. You must enlarge your imagination and then act on it.” –\xa0Benjamin Disraeli on #Bitcoin'>],2021-06-01,1174,9493
131,1399409964540702724,[<'We are better together.  #Bitcoin https://t.co/Lygx7Kpcpe'>],2021-05-31,537,5383
132,1399407493839732744,"[<'Marathon will update to standard Bitcoin core 0.21.1 node, including support for Taproot &amp; will no longer filter transactions. “@MarathonDH is committed to the core tenets of the #Bitcoin community, including decentralization, inclusion, and no censorship.”https://t.co/gUk5KZOj3v'>]",2021-05-31,875,7377
133,1399335833375760387,"[<'“If history could teach us anything, it would be that private property is inextricably linked with civilization” - Ludwig von Mises on #Bitcoin'>]",2021-05-31,1066,9438
134,1399009463055618048,[<'#Bitcoin is a swarm of cyber hornets growing faster. https://t.co/j1NLxvCFnY'>],2021-05-30,1271,10996
135,1398987956728303619,[<'“It does not matter how slowly you go as long as you do not stop.” - Confucius on #Bitcoin'>],2021-05-30,1896,16926
136,1398643420369932291,[<'#Bitcoin is an elegant game in an emerald garden. https://t.co/HimcikluDN'>],2021-05-29,931,11036
137,1398633533640523777,"[<'""Money is not an invention of the state."" - Carl Menger on #Bitcoin'>]",2021-05-29,1214,10941
138,1398427967605387264,"[<""RT @PeterDiamandis: I'd like to challenge some of the arguments against #Bitcoin with the help of @APompliano and @michael_saylor. Thread 🧵"">]",2021-05-28,780,0
139,1398354063201345538,"[<""We have upgraded the #Bitcoin Websites section of https://t.co/kZl3k7Tm4h with links to bitcoin-intro, End the FUD, 10 Hours of Bitcoin, &amp; @lopp's Bitcoin Information &amp; Resources.  If you have additional suggestions or comments, DM me or post below.  \nhttps://t.co/HRH1zdPoRN"">]",2021-05-28,1492,9253
140,1398250037273055232,"[<""#Bitcoin recycles .25% of the world's wasted energy to create prosperity &amp; freedom. https://t.co/YSsyz6OkVW"">]",2021-05-28,3093,13288
